record_id,base_record_id,earthquake_name,year,station_name,magnitude,r_rup_km,vs30_ms,mechanism,scale_factor,target_pga_g,resulting_pga_g,resulting_pga_ms2,pgv_ms,pgd_m,arias_intensity_ms,d5_95_s,dt,n_steps,duration_s,file_path
RSN0018_PGA_1p200g,RSN0018,Loma Prieta,1989,Station_Loma_018,7.05693682592491,13.984396187203316,824.5314758792268,Reverse-Oblique,10.827481808377339,1.2,1.2,11.76798,2.153753718661988,3.066416467294682,27.917586397745993,13.889999999999999,0.01,3646,36.45,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0018_PGA_1p200g.npy
RSN0019_PGA_0p050g,RSN0019,Northridge-01,1994,Station_Nort_019,6.567449946388113,11.18765666632242,385.12056279350475,Reverse,0.5338564316045081,0.05,0.05,0.4903325,0.0638684366915624,0.08497096783470874,0.029626908996526948,8.59,0.01,3255,32.54,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0019_PGA_0p050g.npy
RSN0019_PGA_0p100g,RSN0019,Northridge-01,1994,Station_Nort_019,6.567449946388113,11.18765666632242,385.12056279350475,Reverse,1.0677128632090163,0.1,0.1,0.980665,0.1277368733831248,0.16994193566941748,0.11850763598610779,8.59,0.01,3255,32.54,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0019_PGA_0p100g.npy
RSN0019_PGA_0p200g,RSN0019,Northridge-01,1994,Station_Nort_019,6.567449946388113,11.18765666632242,385.12056279350475,Reverse,2.1354257264180325,0.2,0.2,1.96133,0.2554737467662496,0.33988387133883496,0.47403054394443117,8.59,0.01,3255,32.54,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0019_PGA_0p200g.npy
RSN0019_PGA_0p300g,RSN0019,Northridge-01,1994,Station_Nort_019,6.567449946388113,11.18765666632242,385.12056279350475,Reverse,3.2031385896270486,0.3,0.3,2.941995,0.3832106201493744,0.50982580700826,1.0665687238749704,8.59,0.01,3255,32.54,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0019_PGA_0p300g.npy
RSN0019_PGA_0p400g,RSN0019,Northridge-01,1994,Station_Nort_019,6.567449946388113,11.18765666632242,385.12056279350475,Reverse,4.270851452836065,0.4,0.4,3.92266,0.5109474935324992,0.6797677426776699,1.8961221757777247,8.59,0.01,3255,32.54,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0019_PGA_0p400g.npy
RSN0019_PGA_0p500g,RSN0019,Northridge-01,1994,Station_Nort_019,6.567449946388113,11.18765666632242,385.12056279350475,Reverse,5.338564316045081,0.5,0.5,4.903325,0.6386843669156241,0.8497096783470898,2.9626908996526904,8.59,0.01,3255,32.54,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0019_PGA_0p500g.npy
RSN0019_PGA_0p600g,RSN0019,Northridge-01,1994,Station_Nort_019,6.567449946388113,11.18765666632242,385.12056279350475,Reverse,6.406277179254097,0.6,0.6,5.88399,0.7664212402987488,1.01965161401652,4.2662748954998815,8.59,0.01,3255,32.54,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0019_PGA_0p600g.npy
RSN0019_PGA_0p800g,RSN0019,Northridge-01,1994,Station_Nort_019,6.567449946388113,11.18765666632242,385.12056279350475,Reverse,8.54170290567213,0.8,0.8,7.84532,1.0218949870649985,1.3595354853553399,7.584488703110899,8.59,0.01,3255,32.54,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0019_PGA_0p800g.npy
RSN0019_PGA_1p000g,RSN0019,Northridge-01,1994,Station_Nort_019,6.567449946388113,11.18765666632242,385.12056279350475,Reverse,10.677128632090161,1.0,1.0,9.80665,1.2773687338312483,1.6994193566941795,11.850763598610762,8.59,0.01,3255,32.54,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0019_PGA_1p000g.npy
RSN0019_PGA_1p200g,RSN0019,Northridge-01,1994,Station_Nort_019,6.567449946388113,11.18765666632242,385.12056279350475,Reverse,12.812554358508194,1.2,1.2,11.76798,1.5328424805974976,2.03930322803304,17.065099581999526,8.59,0.01,3255,32.54,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0019_PGA_1p200g.npy
RSN0020_PGA_0p050g,RSN0020,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_020,7.105664650426157,7.313864480124841,184.48719564528628,Strike-Slip,0.3313325094064979,0.05,0.05,0.4903325,0.10384883581562383,0.3395478567528497,0.05128833295476808,9.97,0.01,3685,36.84,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0020_PGA_0p050g.npy
RSN0020_PGA_0p100g,RSN0020,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_020,7.105664650426157,7.313864480124841,184.48719564528628,Strike-Slip,0.6626650188129958,0.1,0.1,0.980665,0.20769767163124767,0.6790957135056994,0.20515333181907233,9.97,0.01,3685,36.84,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0020_PGA_0p100g.npy
RSN0020_PGA_0p200g,RSN0020,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_020,7.105664650426157,7.313864480124841,184.48719564528628,Strike-Slip,1.3253300376259916,0.2,0.2,1.96133,0.41539534326249533,1.3581914270113988,0.8206133272762893,9.97,0.01,3685,36.84,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0020_PGA_0p200g.npy
RSN0020_PGA_0p300g,RSN0020,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_020,7.105664650426157,7.313864480124841,184.48719564528628,Strike-Slip,1.987995056438987,0.3,0.3,2.941995,0.623093014893743,2.037287140517095,1.8463799863716528,9.97,0.01,3685,36.84,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0020_PGA_0p300g.npy
RSN0020_PGA_0p400g,RSN0020,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_020,7.105664650426157,7.313864480124841,184.48719564528628,Strike-Slip,2.650660075251983,0.4,0.4,3.92266,0.8307906865249907,2.7163828540227977,3.2824533091051573,9.97,0.01,3685,36.84,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0020_PGA_0p400g.npy
RSN0020_PGA_0p500g,RSN0020,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_020,7.105664650426157,7.313864480124841,184.48719564528628,Strike-Slip,3.3133250940649783,0.5,0.49999999999999994,4.903324999999999,1.038488358156238,3.395478567528484,5.128833295476818,9.97,0.01,3685,36.84,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0020_PGA_0p500g.npy
RSN0020_PGA_0p600g,RSN0020,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_020,7.105664650426157,7.313864480124841,184.48719564528628,Strike-Slip,3.975990112877974,0.6,0.6,5.88399,1.246186029787486,4.07457428103419,7.385519945486611,9.97,0.01,3685,36.84,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0020_PGA_0p600g.npy
RSN0020_PGA_0p800g,RSN0020,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_020,7.105664650426157,7.313864480124841,184.48719564528628,Strike-Slip,5.301320150503966,0.8,0.8,7.84532,1.6615813730499813,5.432765708045595,13.12981323642063,9.97,0.01,3685,36.84,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0020_PGA_0p800g.npy
RSN0020_PGA_1p000g,RSN0020,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_020,7.105664650426157,7.313864480124841,184.48719564528628,Strike-Slip,6.626650188129957,1.0,0.9999999999999999,9.806649999999998,2.076976716312476,6.790957135056968,20.515333181907273,9.97,0.01,3685,36.84,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0020_PGA_1p000g.npy
RSN0020_PGA_1p200g,RSN0020,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_020,7.105664650426157,7.313864480124841,184.48719564528628,Strike-Slip,7.951980225755948,1.2,1.2,11.76798,2.492372059574972,8.14914856206838,29.542079781946445,9.97,0.01,3685,36.84,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0020_PGA_1p200g.npy
RSN0021_PGA_0p050g,RSN0021,Chi-Chi (Taiwan-01),1999,Station_Chi-_021,7.8,106.50332021457442,197.86305566469034,Reverse,1.017746669451086,0.05,0.05,0.4903325,0.260702196312871,1.9113089499342089,0.09081353385926257,25.78,0.01,4241,42.4,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0021_PGA_0p050g.npy
RSN0021_PGA_0p100g,RSN0021,Chi-Chi (Taiwan-01),1999,Station_Chi-_021,7.8,106.50332021457442,197.86305566469034,Reverse,2.035493338902172,0.1,0.1,0.980665,0.521404392625742,3.8226178998684177,0.36325413543705026,25.78,0.01,4241,42.4,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0021_PGA_0p100g.npy
RSN0021_PGA_0p200g,RSN0021,Chi-Chi (Taiwan-01),1999,Station_Chi-_021,7.8,106.50332021457442,197.86305566469034,Reverse,4.070986677804344,0.2,0.2,1.96133,1.042808785251484,7.645235799736835,1.453016541748201,25.78,0.01,4241,42.4,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0021_PGA_0p200g.npy
RSN0021_PGA_0p300g,RSN0021,Chi-Chi (Taiwan-01),1999,Station_Chi-_021,7.8,106.50332021457442,197.86305566469034,Reverse,6.106480016706515,0.3,0.3,2.941995,1.5642131778772272,11.46785369960527,3.269287218933462,25.78,0.01,4241,42.4,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0021_PGA_0p300g.npy
RSN0021_PGA_0p400g,RSN0021,Chi-Chi (Taiwan-01),1999,Station_Chi-_021,7.8,106.50332021457442,197.86305566469034,Reverse,8.141973355608688,0.4,0.4,3.92266,2.085617570502968,15.29047159947367,5.812066166992804,25.78,0.01,4241,42.4,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0021_PGA_0p400g.npy
RSN0021_PGA_0p500g,RSN0021,Chi-Chi (Taiwan-01),1999,Station_Chi-_021,7.8,106.50332021457442,197.86305566469034,Reverse,10.177466694510859,0.5,0.5,4.903325,2.6070219631287124,19.113089499342117,9.081353385926288,25.78,0.01,4241,42.4,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0021_PGA_0p500g.npy
RSN0021_PGA_0p600g,RSN0021,Chi-Chi (Taiwan-01),1999,Station_Chi-_021,7.8,106.50332021457442,197.86305566469034,Reverse,12.21296003341303,0.6,0.6,5.88399,3.1284263557544545,22.93570739921054,13.077148875733847,25.78,0.01,4241,42.4,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0021_PGA_0p600g.npy
RSN0021_PGA_0p800g,RSN0021,Chi-Chi (Taiwan-01),1999,Station_Chi-_021,7.8,106.50332021457442,197.86305566469034,Reverse,16.283946711217375,0.8,0.8,7.84532,4.171235141005936,30.58094319894734,23.248264667971217,25.78,0.01,4241,42.4,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0021_PGA_0p800g.npy
RSN0021_PGA_1p000g,RSN0021,Chi-Chi (Taiwan-01),1999,Station_Chi-_021,7.8,106.50332021457442,197.86305566469034,Reverse,20.354933389021717,1.0,1.0,9.80665,5.214043926257425,38.22617899868423,36.32541354370515,25.78,0.01,4241,42.4,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0021_PGA_1p000g.npy
RSN0021_PGA_1p200g,RSN0021,Chi-Chi (Taiwan-01),1999,Station_Chi-_021,7.8,106.50332021457442,197.86305566469034,Reverse,24.42592006682606,1.2,1.2,11.76798,6.256852711508909,45.87141479842108,52.30859550293539,25.78,0.01,4241,42.4,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0021_PGA_1p200g.npy
RSN0022_PGA_0p050g,RSN0022,Kocaeli (Turkey),1999,Station_Koca_022,7.509762932879771,80.78197829603253,485.33237619999954,Strike-Slip,0.986753052934159,0.05,0.05,0.4903325,0.14543321711371254,0.31631417026805064,0.07155500165412612,24.33,0.01,4009,40.08,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0022_PGA_0p050g.npy
RSN0022_PGA_0p100g,RSN0022,Kocaeli (Turkey),1999,Station_Koca_022,7.509762932879771,80.78197829603253,485.33237619999954,Strike-Slip,1.973506105868318,0.1,0.1,0.980665,0.2908664342274251,0.6326283405361013,0.2862200066165045,24.33,0.01,4009,40.08,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0022_PGA_0p100g.npy
RSN0022_PGA_0p200g,RSN0022,Kocaeli (Turkey),1999,Station_Koca_022,7.509762932879771,80.78197829603253,485.33237619999954,Strike-Slip,3.947012211736636,0.2,0.2,1.96133,0.5817328684548502,1.2652566810722026,1.144880026466018,24.33,0.01,4009,40.08,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0022_PGA_0p200g.npy
RSN0022_PGA_0p300g,RSN0022,Kocaeli (Turkey),1999,Station_Koca_022,7.509762932879771,80.78197829603253,485.33237619999954,Strike-Slip,5.920518317604953,0.3,0.3,2.941995,0.8725993026822737,1.8978850216082848,2.57598005954854,24.33,0.01,4009,40.08,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0022_PGA_0p300g.npy
RSN0022_PGA_0p400g,RSN0022,Kocaeli (Turkey),1999,Station_Koca_022,7.509762932879771,80.78197829603253,485.33237619999954,Strike-Slip,7.894024423473272,0.4,0.4,3.92266,1.1634657369097003,2.530513362144405,4.579520105864072,24.33,0.01,4009,40.08,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0022_PGA_0p400g.npy
RSN0022_PGA_0p500g,RSN0022,Kocaeli (Turkey),1999,Station_Koca_022,7.509762932879771,80.78197829603253,485.33237619999954,Strike-Slip,9.86753052934159,0.5,0.5,4.903325,1.4543321711371244,3.1631417026805013,7.155500165412628,24.33,0.01,4009,40.08,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0022_PGA_0p500g.npy
RSN0022_PGA_0p600g,RSN0022,Kocaeli (Turkey),1999,Station_Koca_022,7.509762932879771,80.78197829603253,485.33237619999954,Strike-Slip,11.841036635209907,0.6,0.6,5.88399,1.7451986053645474,3.7957700432165695,10.30392023819416,24.33,0.01,4009,40.08,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0022_PGA_0p600g.npy
RSN0022_PGA_0p800g,RSN0022,Kocaeli (Turkey),1999,Station_Koca_022,7.509762932879771,80.78197829603253,485.33237619999954,Strike-Slip,15.788048846946545,0.8,0.8,7.84532,2.3269314738194007,5.06102672428881,18.318080423456287,24.33,0.01,4009,40.08,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0022_PGA_0p800g.npy
RSN0022_PGA_1p000g,RSN0022,Kocaeli (Turkey),1999,Station_Koca_022,7.509762932879771,80.78197829603253,485.33237619999954,Strike-Slip,19.73506105868318,1.0,1.0,9.80665,2.908664342274249,6.326283405361003,28.62200066165051,24.33,0.01,4009,40.08,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0022_PGA_1p000g.npy
RSN0022_PGA_1p200g,RSN0022,Kocaeli (Turkey),1999,Station_Koca_022,7.509762932879771,80.78197829603253,485.33237619999954,Strike-Slip,23.682073270419814,1.2,1.2,11.76798,3.490397210729095,7.591540086433139,41.21568095277664,24.33,0.01,4009,40.08,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0022_PGA_1p200g.npy
RSN0023_PGA_0p050g,RSN0023,Landers,1992,Station_Land_023,7.519666581934599,77.04451213872642,885.7839914136719,Strike-Slip,0.9469945293678351,0.05,0.05,0.4903325,0.20654244390957965,2.2127978088169424,0.09242002089104147,26.740000000000002,0.01,4016,40.15,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0023_PGA_0p050g.npy
RSN0023_PGA_0p100g,RSN0023,Landers,1992,Station_Land_023,7.519666581934599,77.04451213872642,885.7839914136719,Strike-Slip,1.8939890587356703,0.1,0.1,0.980665,0.4130848878191593,4.425595617633885,0.3696800835641659,26.740000000000002,0.01,4016,40.15,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0023_PGA_0p100g.npy
RSN0023_PGA_0p200g,RSN0023,Landers,1992,Station_Land_023,7.519666581934599,77.04451213872642,885.7839914136719,Strike-Slip,3.7879781174713405,0.2,0.2,1.96133,0.8261697756383186,8.85119123526777,1.4787203342566635,26.740000000000002,0.01,4016,40.15,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0023_PGA_0p200g.npy
RSN0023_PGA_0p300g,RSN0023,Landers,1992,Station_Land_023,7.519666581934599,77.04451213872642,885.7839914136719,Strike-Slip,5.681967176207011,0.3,0.3,2.941995,1.2392546634574728,13.27678685290157,3.327120752077485,26.740000000000002,0.01,4016,40.15,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0023_PGA_0p300g.npy
RSN0023_PGA_0p400g,RSN0023,Landers,1992,Station_Land_023,7.519666581934599,77.04451213872642,885.7839914136719,Strike-Slip,7.575956234942681,0.4,0.4,3.92266,1.6523395512766372,17.70238247053554,5.914881337026654,26.740000000000002,0.01,4016,40.15,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0023_PGA_0p400g.npy
RSN0023_PGA_0p500g,RSN0023,Landers,1992,Station_Land_023,7.519666581934599,77.04451213872642,885.7839914136719,Strike-Slip,9.469945293678352,0.5,0.5,4.903325,2.0654244390957888,22.127978088169336,9.242002089104135,26.740000000000002,0.01,4016,40.15,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0023_PGA_0p500g.npy
RSN0023_PGA_0p600g,RSN0023,Landers,1992,Station_Land_023,7.519666581934599,77.04451213872642,885.7839914136719,Strike-Slip,11.363934352414022,0.6,0.6,5.88399,2.4785093269149456,26.55357370580314,13.30848300830994,26.740000000000002,0.01,4016,40.15,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0023_PGA_0p600g.npy
RSN0023_PGA_0p800g,RSN0023,Landers,1992,Station_Land_023,7.519666581934599,77.04451213872642,885.7839914136719,Strike-Slip,15.151912469885362,0.8,0.8,7.84532,3.3046791025532745,35.40476494107108,23.659525348106616,26.740000000000002,0.01,4016,40.15,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0023_PGA_0p800g.npy
RSN0023_PGA_1p000g,RSN0023,Landers,1992,Station_Land_023,7.519666581934599,77.04451213872642,885.7839914136719,Strike-Slip,18.939890587356704,1.0,1.0,9.80665,4.1308488781915775,44.25595617633867,36.96800835641654,26.740000000000002,0.01,4016,40.15,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0023_PGA_1p000g.npy
RSN0023_PGA_1p200g,RSN0023,Landers,1992,Station_Land_023,7.519666581934599,77.04451213872642,885.7839914136719,Strike-Slip,22.727868704828044,1.2,1.2,11.76798,4.957018653829891,53.10714741160628,53.23393203323976,26.740000000000002,0.01,4016,40.15,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0023_PGA_1p200g.npy
RSN0024_PGA_0p050g,RSN0024,San Fernando,1971,Station_San _024,6.541948209221138,6.645545346238393,321.13704254981565,Reverse,0.44626845137667154,0.05,0.05,0.4903325,0.07328098666755038,0.02437728239360239,0.032876830419576245,6.630000000000001,0.01,3234,32.33,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0024_PGA_0p050g.npy
RSN0024_PGA_0p100g,RSN0024,San Fernando,1971,Station_San _024,6.541948209221138,6.645545346238393,321.13704254981565,Reverse,0.8925369027533431,0.1,0.1,0.980665,0.14656197333510076,0.04875456478720478,0.13150732167830498,6.630000000000001,0.01,3234,32.33,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0024_PGA_0p100g.npy
RSN0024_PGA_0p200g,RSN0024,San Fernando,1971,Station_San _024,6.541948209221138,6.645545346238393,321.13704254981565,Reverse,1.7850738055066862,0.2,0.2,1.96133,0.29312394667020153,0.09750912957440956,0.5260292867132199,6.630000000000001,0.01,3234,32.33,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0024_PGA_0p200g.npy
RSN0024_PGA_0p300g,RSN0024,San Fernando,1971,Station_San _024,6.541948209221138,6.645545346238393,321.13704254981565,Reverse,2.677610708260029,0.3,0.3,2.941995,0.4396859200053022,0.14626369436161354,1.1835658951047459,6.630000000000001,0.01,3234,32.33,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0024_PGA_0p300g.npy
RSN0024_PGA_0p400g,RSN0024,San Fernando,1971,Station_San _024,6.541948209221138,6.645545346238393,321.13704254981565,Reverse,3.5701476110133723,0.4,0.4,3.92266,0.5862478933404031,0.19501825914881912,2.1041171468528796,6.630000000000001,0.01,3234,32.33,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0024_PGA_0p400g.npy
RSN0024_PGA_0p500g,RSN0024,San Fernando,1971,Station_San _024,6.541948209221138,6.645545346238393,321.13704254981565,Reverse,4.462684513766715,0.5,0.49999999999999994,4.903324999999999,0.7328098666755036,0.24377282393602293,3.2876830419576417,6.630000000000001,0.01,3234,32.33,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0024_PGA_0p500g.npy
RSN0024_PGA_0p600g,RSN0024,San Fernando,1971,Station_San _024,6.541948209221138,6.645545346238393,321.13704254981565,Reverse,5.355221416520058,0.6,0.6,5.88399,0.8793718400106044,0.2925273887232271,4.734263580418983,6.630000000000001,0.01,3234,32.33,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0024_PGA_0p600g.npy
RSN0024_PGA_0p800g,RSN0024,San Fernando,1971,Station_San _024,6.541948209221138,6.645545346238393,321.13704254981565,Reverse,7.140295222026745,0.8,0.8,7.84532,1.1724957866808061,0.39003651829763825,8.416468587411519,6.630000000000001,0.01,3234,32.33,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0024_PGA_0p800g.npy
RSN0024_PGA_1p000g,RSN0024,San Fernando,1971,Station_San _024,6.541948209221138,6.645545346238393,321.13704254981565,Reverse,8.92536902753343,1.0,0.9999999999999999,9.806649999999998,1.4656197333510073,0.48754564787204585,13.150732167830567,6.630000000000001,0.01,3234,32.33,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0024_PGA_1p000g.npy
RSN0024_PGA_1p200g,RSN0024,San Fernando,1971,Station_San _024,6.541948209221138,6.645545346238393,321.13704254981565,Reverse,10.710442833040116,1.2,1.2,11.76798,1.7587436800212088,0.5850547774464542,18.937054321675934,6.630000000000001,0.01,3234,32.33,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0024_PGA_1p200g.npy
RSN0025_PGA_0p050g,RSN0025,Hector Mine,1999,Station_Hect_025,6.846647525663333,27.01992005590958,217.07191867301918,Strike-Slip,0.7101838825917317,0.05,0.05,0.4903325,0.06452653158201321,0.09822504142421518,0.03253748082447603,17.93,0.01,3478,34.77,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0025_PGA_0p050g.npy
RSN0025_PGA_0p100g,RSN0025,Hector Mine,1999,Station_Hect_025,6.846647525663333,27.01992005590958,217.07191867301918,Strike-Slip,1.4203677651834634,0.1,0.1,0.980665,0.12905306316402643,0.19645008284843035,0.13014992329790412,17.93,0.01,3478,34.77,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0025_PGA_0p100g.npy
RSN0025_PGA_0p200g,RSN0025,Hector Mine,1999,Station_Hect_025,6.846647525663333,27.01992005590958,217.07191867301918,Strike-Slip,2.840735530366927,0.2,0.2,1.96133,0.25810612632805285,0.3929001656968607,0.5205996931916165,17.93,0.01,3478,34.77,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0025_PGA_0p200g.npy
RSN0025_PGA_0p300g,RSN0025,Hector Mine,1999,Station_Hect_025,6.846647525663333,27.01992005590958,217.07191867301918,Strike-Slip,4.26110329555039,0.3,0.3,2.941995,0.3871591894920791,0.5893502485452866,1.1713493096811367,17.93,0.01,3478,34.77,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0025_PGA_0p300g.npy
RSN0025_PGA_0p400g,RSN0025,Hector Mine,1999,Station_Hect_025,6.846647525663333,27.01992005590958,217.07191867301918,Strike-Slip,5.681471060733854,0.4,0.4,3.92266,0.5162122526561057,0.7858003313937214,2.082398772766466,17.93,0.01,3478,34.77,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0025_PGA_0p400g.npy
RSN0025_PGA_0p500g,RSN0025,Hector Mine,1999,Station_Hect_025,6.846647525663333,27.01992005590958,217.07191867301918,Strike-Slip,7.101838825917317,0.5,0.5,4.903325,0.6452653158201318,0.9822504142421585,3.2537480824476046,17.93,0.01,3478,34.77,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0025_PGA_0p500g.npy
RSN0025_PGA_0p600g,RSN0025,Hector Mine,1999,Station_Hect_025,6.846647525663333,27.01992005590958,217.07191867301918,Strike-Slip,8.52220659110078,0.6,0.6,5.88399,0.7743183789841582,1.1787004970905732,4.685397238724547,17.93,0.01,3478,34.77,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0025_PGA_0p600g.npy
RSN0025_PGA_0p800g,RSN0025,Hector Mine,1999,Station_Hect_025,6.846647525663333,27.01992005590958,217.07191867301918,Strike-Slip,11.362942121467707,0.8,0.8,7.84532,1.0324245053122114,1.5716006627874428,8.329595091065864,17.93,0.01,3478,34.77,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0025_PGA_0p800g.npy
RSN0025_PGA_1p000g,RSN0025,Hector Mine,1999,Station_Hect_025,6.846647525663333,27.01992005590958,217.07191867301918,Strike-Slip,14.203677651834633,1.0,1.0,9.80665,1.2905306316402636,1.964500828484317,13.014992329790418,17.93,0.01,3478,34.77,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0025_PGA_1p000g.npy
RSN0025_PGA_1p200g,RSN0025,Hector Mine,1999,Station_Hect_025,6.846647525663333,27.01992005590958,217.07191867301918,Strike-Slip,17.04441318220156,1.2,1.2,11.76798,1.5486367579683165,2.3574009941811465,18.741588954898187,17.93,0.01,3478,34.77,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0025_PGA_1p200g.npy
RSN0026_PGA_0p050g,RSN0026,Duzce (Turkey),1999,Station_Duzc_026,6.996701128952457,23.76769523095787,230.72638985878496,Strike-Slip,0.6018834901177604,0.05,0.05,0.4903325,0.11751398120664026,0.8939870578687066,0.09186896697365556,18.11,0.01,3598,35.97,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0026_PGA_0p050g.npy
RSN0026_PGA_0p100g,RSN0026,Duzce (Turkey),1999,Station_Duzc_026,6.996701128952457,23.76769523095787,230.72638985878496,Strike-Slip,1.2037669802355209,0.1,0.1,0.980665,0.23502796241328053,1.7879741157374132,0.3674758678946222,18.11,0.01,3598,35.97,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0026_PGA_0p100g.npy
RSN0026_PGA_0p200g,RSN0026,Duzce (Turkey),1999,Station_Duzc_026,6.996701128952457,23.76769523095787,230.72638985878496,Strike-Slip,2.4075339604710417,0.2,0.2,1.96133,0.47005592482656106,3.5759482314748263,1.4699034715784889,18.11,0.01,3598,35.97,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0026_PGA_0p200g.npy
RSN0026_PGA_0p300g,RSN0026,Duzce (Turkey),1999,Station_Duzc_026,6.996701128952457,23.76769523095787,230.72638985878496,Strike-Slip,3.611300940706562,0.3,0.3,2.941995,0.705083887239841,5.363922347212205,3.3072828110516,18.11,0.01,3598,35.97,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0026_PGA_0p300g.npy
